plant_id,customer_id,plant_name,manufacturer,model,installation_date,cooling_capacity,heating_capacity,energy_efficiency_rating,warranty_expiration,last_inspection_date,plant_status
1167,378,Hammes - Kutch Plant,Bauch Inc,UU9G6F83IF,2024-09-14,31324 BTU,25835 BTU,18.14864622239611,2029-03-02,2024-09-20,Inactive
1168,378,"VonRueden, Ruecker and Deckow Plant","Schmidt, Jast and Rogahn",P2VF0D8TGV,2022-09-19,55877 BTU,33777 BTU,17.722888362619084,2029-01-19,2024-07-29,Under Maintenance
1169,378,Bartell and Sons Plant,"Mann, Powlowski and Morissette",EFYDQSFKLO,2020-05-09,56991 BTU,40854 BTU,13.22126667328829,2025-05-09,2024-04-21,Inactive
1170,378,Gerhold LLC Plant,"Stanton, Shanahan and Lowe",GT0NGBTOYU,2021-05-09,49353 BTU,55001 BTU,16.844549816124854,2027-06-13,2023-02-06,Under Maintenance
1171,379,"Mitchell, Parisian and Boyer Plant","Schaden, Tremblay and Maggio",YXWWPNTKM5,2021-07-13,41398 BTU,39146 BTU,18.03943400677665,2021-09-19,2023-05-21,Active
1172,379,Pouros LLC Plant,"Armstrong, Prosacco and Hansen",7NWKZKUOGI,2024-09-18,49978 BTU,49834 BTU,18.771468179731833,2029-03-20,2024-09-23,Inactive
1173,379,Davis Inc Plant,"Stamm, Pfannerstill and Harris",OOANUSDBAX,2021-06-19,49811 BTU,43906 BTU,13.135474579306951,2023-11-11,2021-07-20,Under Maintenance
1174,379,Homenick - Jenkins Plant,Wiegand Group,GYVLS16DJX,2020-09-24,29913 BTU,29687 BTU,18.461199451895038,2024-06-09,2022-05-24,Active
1175,380,"Turcotte, Schoen and Konopelski Plant","Tillman, Schaden and Feeney",VUIHBZ2CUA,2021-01-06,55551 BTU,32163 BTU,15.850156123055745,2021-11-26,2022-03-23,Under Maintenance
1176,381,Abernathy LLC Plant,Russel - Satterfield,1JDTNGNIBI,2022-10-20,59639 BTU,28679 BTU,14.84782146344079,2024-12-30,2024-06-13,Under Maintenance
1177,381,"Bradtke, Hills and Larson Plant","Kerluke, Ruecker and Larson",76RL9UIEND,2023-04-21,48647 BTU,35141 BTU,15.683161386126164,2028-04-09,2023-05-26,Inactive
1178,382,Bergnaum Inc Plant,"Parisian, Gutmann and Morissette",ZFM7BYEAYI,2024-08-10,41351 BTU,32907 BTU,18.47249668869401,2026-03-27,2024-08-26,Inactive
1179,382,Grimes Inc Plant,Stark LLC,0CDIHMRFNV,2024-03-25,50393 BTU,43355 BTU,18.52475184227103,2028-10-01,2024-07-02,Under Maintenance
1180,382,Gerlach - Wisozk Plant,"Volkman, Daniel and Kreiger",M1MDIIAWSF,2022-01-08,33409 BTU,51893 BTU,16.789604608865094,2029-01-03,2023-09-12,Active
1181,383,Beatty - Trantow Plant,Nolan - Fritsch,QFPFLGCGN1,2021-07-21,55464 BTU,49904 BTU,16.154277161106478,2029-10-25,2024-07-15,Under Maintenance
1182,383,Brakus LLC Plant,Legros LLC,ATBCRBWRFM,2022-02-27,43207 BTU,40060 BTU,14.367522048212647,2025-07-13,2024-07-04,Under Maintenance
1183,384,Boyle and Sons Plant,Swift LLC,FLJIRSW6EP,2024-03-05,42532 BTU,38454 BTU,14.683383854357357,2027-05-27,2024-06-10,Under Maintenance
1184,384,Klocko - Frami Plant,Yost - Kreiger,Q6JS92UIWI,2024-07-31,48545 BTU,51638 BTU,13.691830177550614,2026-11-21,2024-09-12,Active
1185,384,"Rohan, Mitchell and Schuster Plant",Sipes - Fisher,TOKJW7WK0J,2022-10-30,28852 BTU,52222 BTU,19.404093710741734,2030-01-02,2023-12-28,Inactive
1186,385,"Hansen, Cruickshank and Hagenes Plant",Hyatt - Pagac,1VOVA5SU0H,2024-09-20,37145 BTU,26386 BTU,18.610190679968902,2025-08-13,2024-09-22,Under Maintenance
1187,385,"Kohler, Kovacek and Hermiston Plant",Mills and Sons,OX6XSL1XG3,2020-05-02,27111 BTU,59467 BTU,19.574396648859047,2023-09-19,2020-11-03,Active
1188,386,Hyatt and Sons Plant,Ward Inc,JCW9ZOW0R7,2024-05-08,56934 BTU,57942 BTU,17.64054760822308,2024-09-19,2024-07-28,Inactive
1189,386,"Reilly, Nolan and Goyette Plant",Haley - Crona,P81XRLMUXP,2023-02-12,41725 BTU,29161 BTU,13.314022517583314,2028-04-08,2024-03-25,Active
1190,386,Mann - Smitham Plant,"Kilback, Ebert and Glover",0YXGVZI4YL,2020-11-26,48527 BTU,30707 BTU,18.93973573595268,2030-06-14,2022-12-14,Under Maintenance
1191,386,Schaefer - Kunde Plant,Shanahan Group,VX2FARHNMN,2023-07-28,57268 BTU,32897 BTU,20.10594882909443,2030-10-16,2024-05-30,Active
1192,387,Crona Group Plant,"Schamberger, Hirthe and Quitzon",SZEJHHGD2H,2023-08-29,57815 BTU,46223 BTU,18.240080948434702,2028-03-10,2024-08-04,Active
1193,387,Kunze - Keebler Plant,Walsh and Sons,LSGJEHWIHY,2024-04-21,57991 BTU,48307 BTU,16.371013554572805,2026-04-16,2024-05-05,Active
1194,387,"Bode, Koss and Reinger Plant",Auer - Wintheiser,HSVDFGFZET,2023-10-25,41445 BTU,55903 BTU,18.507785683864974,2029-01-12,2024-06-29,Inactive
1195,387,Dickens Group Plant,Moen - Hills,X30L8PF6CK,2021-12-16,59200 BTU,33642 BTU,15.631675050799366,2022-05-25,2022-01-30,Inactive
1196,387,"Kutch, Bosco and Kunde Plant",Kshlerin Inc,E3YFEFQZYJ,2021-11-06,37180 BTU,48044 BTU,16.135379272389986,2022-10-26,2023-05-01,Inactive
1197,388,Wilkinson Group Plant,Kunde Inc,SOL7MQPXHU,2022-02-20,49748 BTU,49061 BTU,16.800647122367554,2023-05-09,2022-04-05,Active
1198,388,Gerlach - Rolfson Plant,Feest and Sons,N651TWJIWL,2022-12-30,33513 BTU,52498 BTU,19.951592354744882,2027-09-08,2024-04-30,Inactive
1199,388,"Kuphal, Brakus and Terry Plant",Fadel Inc,9VPEY7QTUX,2022-01-01,55926 BTU,26273 BTU,19.409493657009193,2024-01-19,2023-04-29,Under Maintenance
1200,388,O'Conner - Cummerata Plant,Kertzmann - Marquardt,LV9OO3S71W,2020-01-17,43065 BTU,32919 BTU,14.62086063733295,2023-07-29,2024-02-18,Active
1201,389,Bernhard - Rosenbaum Plant,Reichert - Kub,J47WXOLXFA,2022-06-20,40264 BTU,29847 BTU,17.21306208739884,2027-07-17,2022-11-28,Under Maintenance
1202,389,Pfeffer Group Plant,"Koch, Lakin and Abbott",PDGSTFMTPF,2023-10-05,56989 BTU,33871 BTU,14.092047440405725,2029-10-06,2024-01-12,Inactive
1203,389,Armstrong Inc Plant,Purdy - Bashirian,T8COJQVPLT,2024-08-07,58899 BTU,58873 BTU,20.13239977558755,2028-01-29,2024-09-10,Inactive
1204,390,"Wuckert, Muller and Daugherty Plant",Nitzsche - Howe,ACXTVZUUX1,2024-01-14,45905 BTU,25120 BTU,17.214964543361305,2027-12-28,2024-09-16,Active
1205,390,Farrell - Bernhard Plant,"Haley, Heathcote and Hirthe",ZJE5NKPYGK,2023-12-07,53319 BTU,59613 BTU,14.796072898317334,2026-08-31,2024-03-18,Under Maintenance
1206,390,Harvey and Sons Plant,Glover and Sons,JYNYBLEWQV,2021-05-06,32428 BTU,34425 BTU,19.095214927372083,2030-04-22,2022-05-29,Inactive
1207,390,Wuckert Group Plant,Farrell - D'Amore,EAQ1GT2OXS,2021-12-04,52209 BTU,47996 BTU,15.946226353595783,2022-10-11,2023-11-10,Inactive
1208,390,"Stamm, Mann and Hegmann Plant","Harris, Bins and Jaskolski",HFUVSHYALO,2021-11-14,27078 BTU,37887 BTU,15.492221855267509,2027-09-17,2024-06-09,Inactive
1209,391,"Upton, Daugherty and Miller Plant","Corkery, Glover and Hermiston",JTLWZFHDC9,2020-11-26,57729 BTU,54083 BTU,19.056824591463865,2020-12-27,2023-11-24,Inactive
1210,392,Dietrich LLC Plant,Hansen - Gusikowski,81RMWMAIX3,2023-07-27,43309 BTU,25471 BTU,18.036599175989586,2026-05-14,2024-03-10,Inactive
1211,392,Brown - Ziemann Plant,Wilderman - Graham,6SWRUWG7JF,2020-08-28,42395 BTU,51592 BTU,20.379862535512792,2029-06-11,2023-05-17,Under Maintenance
1212,393,"Towne, Champlin and Gleichner Plant",Zemlak - Wuckert,LE7K7AGJZO,2024-01-15,44411 BTU,56098 BTU,20.397877670824094,2024-12-03,2024-01-24,Under Maintenance
1213,393,Veum - Kovacek Plant,Jacobi - Kling,JVZRQUOYPV,2024-08-31,31478 BTU,33056 BTU,18.004246901415343,2027-11-24,2024-09-02,Inactive
1214,393,"Herman, Schmidt and Littel Plant",Reichel LLC,2DJJNNHFUZ,2020-01-07,32660 BTU,30449 BTU,16.477648021955766,2030-11-19,2024-07-08,Inactive
1215,393,Rau - Anderson Plant,Fay - Hyatt,QV2U9Q707O,2023-06-05,29037 BTU,46568 BTU,20.152589131053414,2027-02-26,2023-09-07,Under Maintenance
1216,393,McCullough Inc Plant,"Smith, Pacocha and Rutherford",LZZEIY1YQ9,2024-09-12,59052 BTU,55036 BTU,18.200908925173486,2027-05-19,2024-09-23,Under Maintenance
1217,394,Bayer LLC Plant,"Klein, Nader and Zboncak",YDWCIFJXNI,2021-08-30,40490 BTU,35049 BTU,19.166232761102663,2030-02-13,2023-04-25,Inactive
1218,394,"Kovacek, Hilll and Pagac Plant","Larson, Mayert and Kunze",PTBO6YAL7R,2021-01-24,52523 BTU,44038 BTU,17.62452901224446,2022-10-28,2024-07-31,Under Maintenance
1219,394,Hintz - Stark Plant,"Rodriguez, Bogisich and Zulauf",KVXWMPSZBO,2022-10-15,38319 BTU,54517 BTU,16.853979542638854,2028-09-17,2022-12-06,Under Maintenance
1220,394,Lemke Inc Plant,Trantow and Sons,WRGUC6HAKU,2024-05-23,51332 BTU,49186 BTU,16.022921140491402,2030-04-13,2024-08-26,Inactive
1221,395,Wiegand and Sons Plant,Howe and Sons,DMK0UWIXYG,2022-10-16,38518 BTU,52141 BTU,15.262414973754916,2026-06-20,2022-10-19,Inactive
1222,395,Kreiger - Fritsch Plant,Heller and Sons,LQFWQDCUVP,2020-04-16,42047 BTU,36480 BTU,13.011130396131755,2021-10-06,2021-02-08,Under Maintenance
1223,395,Hickle and Sons Plant,"Kirlin, Mante and Marvin",LKIHEQUJAO,2022-06-06,40025 BTU,33958 BTU,13.068605564512309,2022-06-30,2024-02-04,Inactive
1224,395,"Jaskolski, Fisher and Kub Plant","Zieme, Altenwerth and Dooley",KICOTVOUEL,2022-01-22,33025 BTU,27138 BTU,19.938064462312646,2024-05-15,2023-08-17,Under Maintenance
1225,396,"Hane, Schaefer and White Plant",Lehner - Gusikowski,45ZGPWFLDB,2022-12-21,49306 BTU,30544 BTU,13.970527839107621,2024-02-28,2024-09-13,Under Maintenance
1226,396,"Stanton, Glover and Rempel Plant",Cartwright Inc,TSHXEXLJCO,2020-02-16,46646 BTU,25600 BTU,20.281544190481338,2029-10-19,2023-07-13,Active
1227,396,VonRueden Inc Plant,"Rau, Corkery and Cormier",HBLKVB7SUP,2022-07-28,45599 BTU,26392 BTU,15.796546628984432,2027-09-18,2022-09-08,Inactive
1228,396,Lind LLC Plant,Cormier - Simonis,VDC3C4EXCU,2020-11-07,27358 BTU,43429 BTU,18.807128530281577,2028-12-28,2024-01-15,Inactive
1229,397,Schowalter - O'Connell Plant,Wiza - Funk,JMDTSRDGUX,2020-12-26,34679 BTU,31980 BTU,20.89935537044162,2030-02-21,2021-05-20,Under Maintenance
1230,397,Mraz - Paucek Plant,"Ziemann, Balistreri and Kilback",TYW2YXCLLK,2020-07-16,45370 BTU,40070 BTU,18.25502573067059,2023-12-06,2021-01-24,Under Maintenance
1231,397,Kub - Pollich Plant,Sauer and Sons,4A9L3R3V54,2021-03-01,31219 BTU,26448 BTU,18.020348803451313,2027-07-20,2024-06-04,Inactive
1232,398,"Beier, Hahn and Schuppe Plant",Kozey Group,T4RAXLQZOI,2020-10-25,44190 BTU,57775 BTU,18.898564889602362,2023-01-14,2022-08-16,Under Maintenance
1233,398,Spinka - Kuphal Plant,Tremblay - Lind,HCIYV2HYFI,2023-12-29,56228 BTU,40109 BTU,14.90496843043498,2026-03-13,2024-07-25,Under Maintenance
1234,398,Koss LLC Plant,Welch LLC,VUSHZUAZ7E,2024-07-23,45001 BTU,57871 BTU,15.302236535376737,2026-10-07,2024-07-30,Inactive
1235,399,"Breitenberg, Leffler and Prosacco Plant","Kassulke, Bartell and Skiles",SNJELBJHTT,2024-06-04,24158 BTU,52122 BTU,13.361114181982067,2029-05-05,2024-06-11,Inactive
1236,399,"Waters, Franecki and Beahan Plant",Jones and Sons,TDDYHMF96S,2020-07-12,38141 BTU,58347 BTU,17.22017946709221,2024-06-30,2021-09-12,Active
1237,399,"Gorczany, Conroy and Rowe Plant","Hilpert, Powlowski and Lowe",QFNIKZECUZ,2022-03-01,26449 BTU,33444 BTU,16.73043055154624,2024-10-16,2024-06-24,Inactive
1238,400,Stracke Group Plant,"Borer, Huel and Jacobson",WLOFPUKFFC,2023-12-14,57078 BTU,34049 BTU,15.269705964206576,2029-02-02,2024-01-11,Active
1239,400,Adams Inc Plant,Champlin Inc,UXUQQOZCPX,2023-03-23,53685 BTU,56594 BTU,20.403427516483035,2027-02-01,2023-12-13,Active
1240,400,"Von, Goyette and Kerluke Plant",Durgan and Sons,8AWCJPAEZC,2023-02-07,35692 BTU,36612 BTU,13.619532987872681,2027-01-26,2023-06-25,Under Maintenance
1241,400,"Quigley, Ebert and Wuckert Plant",Schoen Group,CMOIPQVUTP,2022-11-12,30990 BTU,32625 BTU,16.94109839498929,2027-02-17,2024-05-07,Inactive
1242,401,Rodriguez - McLaughlin Plant,"Jaskolski, Buckridge and Witting",FWDASADY2R,2024-03-29,33752 BTU,51001 BTU,17.579640884041723,2025-07-04,2024-06-10,Inactive
1243,401,Orn - Mueller Plant,Zemlak Group,E8GX6PRMVP,2022-07-18,54427 BTU,59768 BTU,16.874000333476697,2027-03-17,2022-12-03,Under Maintenance
1244,401,"Grimes, Thiel and Gottlieb Plant",Mitchell - Bradtke,YYJX41POCN,2023-05-01,39832 BTU,49365 BTU,16.13513809045238,2030-06-09,2024-03-18,Under Maintenance
1245,402,Harris LLC Plant,Kunde Group,RDZWWY836Z,2020-04-17,29224 BTU,41346 BTU,15.064490302887037,2030-06-02,2024-08-01,Inactive
1246,402,"Dietrich, Nader and Roob Plant",Medhurst - Volkman,EKOM7PLUOE,2021-11-29,50251 BTU,36838 BTU,18.668993443070896,2027-11-11,2023-11-04,Inactive
1247,403,Witting - Barton Plant,"Kuphal, Hodkiewicz and Kunze",CA51PENQ0Y,2022-01-29,43595 BTU,34206 BTU,15.300215003667798,2024-08-28,2022-09-11,Active
1248,403,"Gibson, Weimann and Wisoky Plant",McKenzie - Gutkowski,MM6RRDKOEI,2020-11-23,59378 BTU,48363 BTU,17.856547527093568,2028-10-09,2021-10-23,Inactive
1249,403,"Wisoky, Predovic and Wuckert Plant","Balistreri, Stark and Hintz",NJ4G3NVS1K,2023-09-15,42929 BTU,31042 BTU,18.205113619982157,2027-03-23,2024-03-15,Active
1250,403,"McLaughlin, Bogisich and Shanahan Plant",Hammes - Rutherford,3D3X3OF8CG,2021-12-19,57821 BTU,43023 BTU,19.180142701666448,2025-10-15,2022-11-05,Under Maintenance
1251,404,Witting and Sons Plant,Kihn - Dach,GRX7ITWJ68,2024-08-08,56428 BTU,41638 BTU,17.177664590766163,2030-10-10,2024-09-22,Inactive
1252,404,"Romaguera, Klocko and Conroy Plant",Little - Ondricka,RPOLQIDBSI,2021-04-05,57172 BTU,42276 BTU,18.937371784944894,2021-08-06,2021-05-13,Inactive
1253,404,Renner Group Plant,"Cummings, Mosciski and Windler",9UHTKSVSE3,2023-07-30,39064 BTU,36745 BTU,19.04919651676622,2024-08-22,2023-08-27,Under Maintenance
1254,404,Mitchell Inc Plant,"Schultz, Terry and Prohaska",B9NYLKNZJV,2024-03-12,32357 BTU,36184 BTU,19.0388668831098,2027-11-21,2024-06-13,Active
1255,404,Bartoletti - Ruecker Plant,"White, Ziemann and Lebsack",XXJYQ31EH1,2021-03-15,52948 BTU,43706 BTU,14.387717190927724,2028-08-28,2024-02-29,Inactive
1256,405,Satterfield and Sons Plant,"Jakubowski, Swaniawski and Roob",DSBZFJJXEZ,2024-08-15,55732 BTU,58986 BTU,18.836251832413993,2027-11-09,2024-09-15,Under Maintenance
1257,405,Hane Inc Plant,Price - Willms,IYIBJQPW74,2021-02-28,36037 BTU,46056 BTU,13.258875442163584,2027-12-25,2023-03-23,Active
1258,405,Weimann - Stanton Plant,Rath Group,CNQQJQDYBD,2023-04-29,38895 BTU,35884 BTU,15.792351024701947,2027-08-30,2024-01-18,Inactive
1259,406,Bradtke - Fritsch Plant,Rowe Inc,TAQMZI7D6S,2020-06-19,54350 BTU,54625 BTU,16.68554490315982,2030-02-19,2024-07-05,Under Maintenance
1260,406,"Weissnat, Weimann and Harber Plant",Gleason - Pfeffer,T4EETI0CU5,2021-12-04,31629 BTU,43055 BTU,18.253455033787507,2029-07-12,2024-05-14,Inactive
1261,406,"King, Dickens and Rippin Plant","Dickinson, Padberg and Aufderhar",SOAKPXJ3CP,2022-08-11,51843 BTU,24541 BTU,16.00607224515404,2026-08-12,2023-07-28,Inactive
1262,406,"Berge, Bogan and Bahringer Plant",Yost - Herman,JKQFSFE13J,2022-05-29,43489 BTU,33988 BTU,20.617533220987752,2030-08-26,2023-02-19,Active
1263,406,Turcotte and Sons Plant,Mills Group,RULFERCPJP,2024-07-24,33217 BTU,46743 BTU,13.357150932631399,2024-10-04,2024-08-20,Active
1264,407,Morar - Kuhn Plant,"Quitzon, Bode and D'Amore",QC47ZHFMBJ,2020-12-19,57484 BTU,43602 BTU,13.41711138556235,2030-10-05,2022-08-04,Under Maintenance
1265,407,Sawayn - Hauck Plant,O'Kon - Buckridge,1FTDLYY9YX,2021-06-12,37260 BTU,47089 BTU,20.242252012286542,2030-01-13,2021-08-27,Inactive
1266,408,"Franecki, Berge and Shields Plant",Terry - Schinner,RPZNFY29O9,2021-12-28,39365 BTU,32692 BTU,20.31850540967913,2022-03-02,2022-01-01,Under Maintenance
1267,408,Hegmann - Howe Plant,"Leannon, Douglas and Stehr",DBDTHDWLSN,2023-03-29,57098 BTU,34507 BTU,15.452538582941429,2028-06-30,2023-06-18,Inactive
1268,408,"Bergstrom, Tremblay and Brown Plant","Kemmer, Mante and Cruickshank",U0F1J27TT1,2022-02-14,33929 BTU,39399 BTU,13.542018390263138,2024-06-14,2022-05-29,Active
1269,408,Herzog - Wintheiser Plant,Torphy Inc,USRSLOBNW1,2022-09-23,32508 BTU,42626 BTU,16.357993552513943,2026-08-22,2023-05-24,Inactive
1270,409,Douglas and Sons Plant,Powlowski and Sons,BRCZ7M5MI9,2021-06-07,50370 BTU,31148 BTU,18.531538051565065,2030-09-01,2022-08-18,Active
1271,409,Trantow - Hand Plant,"Homenick, Kiehn and Bernhard",5TCVJSTG7M,2021-05-06,51163 BTU,27103 BTU,17.028636132534047,2027-12-10,2023-07-04,Active
1272,409,Sauer - Feil Plant,Kreiger Group,AAX3LDYMON,2023-06-25,43578 BTU,31311 BTU,17.91165901572473,2026-04-28,2024-01-22,Inactive
1273,410,"Wunsch, Stokes and Torp Plant","Lesch, Wintheiser and Hand",UAW01XLF2Q,2022-01-18,26395 BTU,56704 BTU,19.689645556084997,2022-12-06,2022-12-15,Inactive
1274,410,"Schimmel, Hills and Hintz Plant",Kautzer and Sons,IN5VMN3NNQ,2024-02-29,43295 BTU,24626 BTU,14.352880522832876,2029-03-10,2024-08-03,Active
1275,410,"Collins, Hansen and Williamson Plant","Tromp, Deckow and Emmerich",UTYJJO3CTV,2023-03-18,28371 BTU,57827 BTU,13.080696018483884,2029-08-29,2024-03-12,Active
1276,410,"Zemlak, Kautzer and Bruen Plant","Gutmann, Mitchell and Runolfsdottir",SDEMEJCWN2,2023-10-02,46172 BTU,29226 BTU,17.880143963137705,2028-10-22,2024-06-18,Under Maintenance
1277,410,"Wisozk, Swaniawski and Miller Plant","Harris, Bayer and Renner",HG0TZW6NLV,2020-08-09,35669 BTU,24112 BTU,16.699744386276322,2023-10-19,2022-02-20,Inactive
1278,411,Weissnat - Lueilwitz Plant,Smith - Brown,UJK20CGIJV,2023-05-15,40699 BTU,46225 BTU,19.83018648032252,2029-12-06,2023-10-14,Active
1279,411,Yundt - Bergstrom Plant,Bruen Inc,DE5ERNISHK,2021-11-19,56960 BTU,50743 BTU,16.179112578787663,2027-09-02,2024-04-04,Inactive
1280,411,Grady Inc Plant,"Hegmann, Stroman and Reynolds",QR5N8HI6YO,2022-12-24,28925 BTU,53474 BTU,15.996416063344013,2028-06-16,2024-01-03,Inactive
1281,412,Denesik - Sipes Plant,Heaney - Donnelly,UADN9HY1XE,2020-09-28,59631 BTU,43067 BTU,14.398488775256077,2021-05-27,2024-01-18,Under Maintenance
1282,412,Hermann - Ferry Plant,Hamill - Kuphal,BX8HNUYYXH,2024-04-16,57689 BTU,54289 BTU,19.758680959665774,2027-06-16,2024-09-11,Under Maintenance
1283,413,"Mosciski, Corwin and Schroeder Plant","Kirlin, Windler and Kuhic",DM0EUI1SHV,2024-09-02,57282 BTU,36470 BTU,19.039185110693726,2025-04-10,2024-09-13,Active
1284,414,Shanahan - Schimmel Plant,Lebsack - Fisher,68ATRPT0UU,2021-04-15,48704 BTU,45694 BTU,19.1042835405894,2025-03-19,2022-09-02,Active
1285,414,"Swift, Dicki and Baumbach Plant",Wintheiser - Bahringer,HAOTPSGJEQ,2022-02-02,56391 BTU,58965 BTU,13.013652828780588,2022-11-24,2024-06-13,Inactive
1286,415,Tillman - Braun Plant,Anderson - Lindgren,WNBP8WT19A,2024-06-27,53111 BTU,30406 BTU,15.736117682537857,2026-11-18,2024-09-03,Inactive
1287,415,"Leannon, Funk and Bins Plant",Watsica - Rau,KFXMPDGZQQ,2022-03-04,35015 BTU,36488 BTU,14.565403212483222,2026-04-29,2023-07-26,Inactive
1288,416,Miller and Sons Plant,"Abbott, Labadie and Dibbert",1BWPZXZJ1T,2023-03-01,45199 BTU,39884 BTU,15.548203307489093,2023-03-14,2024-06-22,Inactive
1289,417,Kassulke - Ortiz Plant,"D'Amore, Johnson and Moore",SXWO45VD3I,2022-06-13,37065 BTU,59846 BTU,18.797475014755726,2029-10-25,2023-06-15,Inactive
1290,417,Dooley LLC Plant,Toy and Sons,DPEVADMKT7,2022-02-05,37493 BTU,45802 BTU,14.100691256767638,2027-10-23,2023-01-02,Under Maintenance
1291,418,Kling Inc Plant,"Hansen, Greenfelder and Kohler",ZJT7T1BR6Z,2021-06-12,25644 BTU,59839 BTU,13.49468392084794,2025-06-09,2021-07-23,Inactive
1292,418,Toy - Wiza Plant,"Johnston, Gerlach and Parker",8PPADCTPEF,2021-05-28,24254 BTU,27046 BTU,17.17874355862021,2026-03-11,2024-05-13,Active
1293,418,"Turner, Kris and Abbott Plant",West - MacGyver,FDELC3UIKY,2024-04-12,36361 BTU,57991 BTU,15.634314843294826,2030-06-11,2024-08-08,Active
1294,419,Price - Hayes Plant,"Kling, Veum and Barton",UBOZKQJ41R,2024-05-13,49958 BTU,25160 BTU,15.143046278588791,2028-10-02,2024-07-19,Under Maintenance
1295,419,Lemke LLC Plant,Maggio - Hessel,03JC3ITY9M,2020-07-13,55903 BTU,49363 BTU,15.224420746235381,2029-04-16,2022-09-17,Under Maintenance
1296,419,Raynor Inc Plant,Wilderman Inc,A68DATN2NS,2022-03-12,28441 BTU,32066 BTU,13.034405404827666,2023-05-31,2023-03-04,Inactive
1297,419,Lubowitz - Kozey Plant,Gusikowski - Nikolaus,9L2IWRLBYO,2020-10-11,48920 BTU,55189 BTU,18.400420586915658,2026-03-06,2021-05-06,Inactive
1298,420,Dare LLC Plant,Schmeler - Berge,OZPMVNVISM,2022-09-29,49043 BTU,28703 BTU,16.141384268351043,2025-02-16,2023-02-14,Active
1299,420,Haley - Bosco Plant,"Weber, Wuckert and Toy",9NL16LYHXH,2021-08-20,57179 BTU,56156 BTU,18.909262658887542,2029-09-05,2023-11-04,Inactive
1300,421,"Feest, Crooks and Kiehn Plant",Dickens - Klocko,IHQLR2YYCR,2022-05-15,36839 BTU,27819 BTU,19.081167365286635,2025-03-21,2023-11-22,Inactive
1301,421,"Kuhlman, Bayer and Lueilwitz Plant",Nitzsche Group,SLXSQVUL2A,2024-08-02,44729 BTU,33055 BTU,18.383773236923005,2025-08-03,2024-09-17,Active
1302,421,Hyatt Inc Plant,Boyle and Sons,DSGVRJJAI9,2022-11-16,37425 BTU,57052 BTU,19.965205884782645,2029-06-08,2023-05-04,Inactive
1303,421,Mertz - Aufderhar Plant,Turcotte - Quigley,NITZDTN8EP,2024-02-23,35537 BTU,37489 BTU,19.001108060245322,2026-05-20,2024-08-10,Inactive
1304,421,Brakus - Swaniawski Plant,Klocko Inc,5XHCCTKH4Z,2023-02-17,24219 BTU,44949 BTU,16.738969408624094,2026-11-14,2023-06-01,Under Maintenance
1305,422,Auer and Sons Plant,Torp Group,OL85V4ZDCR,2022-04-21,56276 BTU,52456 BTU,16.930842155127824,2030-06-24,2023-11-18,Under Maintenance
1306,422,Oberbrunner and Sons Plant,Lang Inc,RXGA8VQQJ4,2021-12-22,40197 BTU,41444 BTU,17.61970933032705,2028-05-14,2022-01-21,Inactive
1307,422,"Hackett, Hickle and Willms Plant",Powlowski - Towne,5EKATUSCDQ,2020-05-29,34836 BTU,32835 BTU,19.905150193313492,2027-02-12,2022-07-06,Under Maintenance
1308,423,"Bergstrom, McLaughlin and Batz Plant",Cummings - Sauer,85WP5TFUYW,2022-04-08,57121 BTU,59165 BTU,13.202704810675709,2022-10-15,2024-09-12,Under Maintenance
1309,424,Marvin - Rutherford Plant,Emmerich Group,ZMEMJDTGZR,2024-07-25,25527 BTU,33952 BTU,17.965987435796187,2027-03-23,2024-09-13,Active
1310,424,Nitzsche LLC Plant,"Legros, Shields and Marquardt",4881KXNLIE,2024-08-17,30518 BTU,38989 BTU,20.09708423742174,2026-02-25,2024-08-26,Inactive
1311,424,"Wiegand, Ziemann and Schmeler Plant",Sauer - Watsica,ZLUKGHFFGY,2024-06-27,58705 BTU,57156 BTU,14.909144434460895,2028-08-01,2024-08-14,Under Maintenance
1312,424,Hammes - Cartwright Plant,Jacobs and Sons,NJTPZNUSWX,2024-02-12,29757 BTU,59854 BTU,14.057662789949141,2025-09-01,2024-05-13,Under Maintenance
1313,424,"Hayes, Mitchell and Schimmel Plant",Jacobs - Hilpert,PGZ15OZXF4,2022-07-06,54226 BTU,44173 BTU,13.642481022270303,2023-08-25,2024-08-23,Inactive
1314,425,Pagac - Lakin Plant,Roob Inc,D4ZCJ1WQ4C,2023-02-15,55348 BTU,43106 BTU,19.31832040666814,2023-02-26,2023-04-21,Under Maintenance
1315,426,"Mertz, Bayer and Hickle Plant",Jacobi LLC,KMVWCXK0KC,2024-09-01,48782 BTU,33739 BTU,17.03099344199574,2026-01-23,2024-09-21,Under Maintenance
