request_id,customer_id,equipment_id,request_date,description,priority,status,assigned_technician
2222,753,7872,2024-01-07,Canto baiulus absconditus usus cotidie sollers exercitationem cum celer.,Emergency,In Progress,46
2223,753,7230,2023-11-14,Sponte clamo quae torrens alo canis.,Low,Open,4
2224,753,6244,2023-10-26,Quod tego sperno subiungo custodia amita peccatus utpote.,Medium,In Progress,36
2225,753,2964,2022-03-16,Decretum cogito ascit laudantium adinventitias canto claustrum caelestis claudeo abeo.,Low,In Progress,31
2226,754,5075,2021-04-28,Turba tero sufficio ultio vaco error accusator viscus cognomen.,High,Open,40
2227,754,1475,2023-04-25,Vicissitudo tot callide stips impedit viriliter ara caries vitiosus ulterius.,Emergency,Closed,44
2228,754,6831,2022-11-09,Accommodo cariosus tot truculenter sed collum animi alius agnosco.,High,In Progress,31
2229,755,1764,2022-02-11,Ambulo admitto subito clementia nulla vulgus testimonium currus explicabo.,High,Open,13
2230,756,4124,2023-04-17,Tego valens vinco soluta.,Low,Closed,15
2231,756,7675,2023-12-29,Curis termes velum ipsa.,Low,Open,8
2232,757,4274,2023-03-23,Tabula super vergo debitis repellendus veritas adhuc alo cuppedia calcar.,High,Open,13
2233,758,661,2024-08-29,Umerus depromo tepidus adiuvo.,Medium,In Progress,22
2234,758,869,2024-08-06,Virgo maxime cernuus conduco fuga tabella desparatus suspendo.,Low,Closed,21
2235,758,5763,2024-08-03,Stabilis tego turpis decerno cohors civitas copia administratio aspernatur thema.,Medium,Closed,12
2236,758,4453,2023-08-15,Corona accusamus audeo.,Emergency,Open,4
2237,758,7557,2024-07-08,Decumbo delibero patrocinor attonbitus civitas.,Emergency,Open,42
2238,758,7112,2024-09-23,Coma benevolentia caries antea umquam denuo contabesco demergo.,Low,Open,8
2239,759,6925,2022-07-24,Theologus condico vox sequi temperantia decretum cupressus voro velociter.,Low,In Progress,50
2240,759,7773,2023-07-25,Textor beneficium alias veritatis torrens amicitia argumentum.,Medium,Closed,27
2241,759,4099,2024-01-04,Deputo bonus conduco absconditus avarus absens deorsum alii arbustum.,Emergency,Open,13
2242,760,7413,2021-06-26,Stips qui consequuntur sperno culpo torqueo solitudo.,Medium,Open,16
2243,760,4668,2022-04-24,Laborum subnecto claudeo conservo decor comminor aiunt collum fugit apud.,High,In Progress,15
2244,761,2645,2024-05-19,Id strenuus dignissimos laboriosam subseco textilis volup terror thalassinus causa.,High,Open,24
2245,762,1919,2024-03-13,Amaritudo traho civitas.,High,Open,40
2246,762,7951,2024-09-05,Deputo verto campana.,Low,Open,44
2247,763,1887,2023-11-20,Synagoga aegrus accedo ver utrum unde turba acsi molestias.,Low,In Progress,41
2248,763,1215,2022-12-28,Suspendo vel vociferor.,Low,Open,32
2249,765,829,2022-02-05,Asperiores veritas cupio alii degenero viridis claro accendo via.,Emergency,Open,45
2250,765,1563,2021-04-03,Placeat ultra defungo bibo tamdiu adimpleo vitium conservo alter vulgus.,High,Closed,2
2251,765,6334,2023-06-12,Cubitum ait somniculosus brevis.,Medium,Closed,18
2252,766,2434,2023-01-14,Crapula adsidue adeptio.,High,Open,14
2253,766,6372,2023-02-24,Creptio aveho utrum.,Medium,Open,16
2254,767,1234,2024-09-05,Combibo adeptio harum subito distinctio natus vomito acer voveo creator.,Emergency,In Progress,39
2255,767,5554,2024-08-11,Venio paens creber vesco amplexus tergeo.,High,In Progress,13
2256,767,5774,2024-09-09,Ceno conor cumque vado denego utor spoliatio.,Low,In Progress,21
2257,768,4538,2021-08-14,Barba temporibus ut cognomen torqueo molestiae traho conatus carcer.,Medium,Closed,33
2258,768,480,2022-06-17,Caries clarus cedo triduana antiquus adsidue.,Low,In Progress,42
2259,768,3772,2022-03-26,Conatus amo unde sum.,Emergency,Open,35
2260,768,6716,2024-05-24,Soleo ipsam utroque.,Low,Closed,43
2261,768,4598,2024-06-30,Cavus sursum decumbo utilis vereor.,Emergency,Closed,29
2262,768,6383,2024-03-28,Carcer ascit casso.,High,Closed,45
2263,768,316,2022-07-12,Vaco spes sperno comitatus versus.,High,Open,40
2264,768,6046,2024-03-20,Reiciendis delibero tabernus patrocinor absens.,Low,In Progress,50
2265,769,4856,2024-02-28,Acquiro vestigium nulla.,Emergency,Closed,1
2266,771,7390,2023-07-12,Defungo totam tremo advenio ter corpus pectus suspendo.,Medium,In Progress,23
2267,772,5167,2024-07-13,Cernuus pauci cohibeo aequus cohibeo benevolentia.,High,Closed,31
2268,773,3547,2024-08-10,Vulgivagus vivo catena arcus solio bestia.,Low,Closed,9
2269,774,3102,2024-06-15,Saepe pel vero desidero accommodo ipsum accedo.,Emergency,In Progress,2
2270,774,3321,2023-01-11,Adhaero voluptate aut pariatur super blandior.,Low,In Progress,7
2271,774,3828,2023-04-12,Ustilo suffoco arma.,Low,Open,13
2272,775,5387,2024-08-13,Umquam unus facilis utroque.,High,Closed,35
2273,776,5303,2024-02-05,Vigilo crepusculum tubineus curo officia optio defluo.,High,Closed,34
2274,776,4801,2024-08-27,Ventosus xiphias terebro undique quasi acceptus comptus aegrus.,Low,In Progress,27
2275,776,3082,2023-10-18,Trado arx textus capto speculum toties deprecator occaecati.,Medium,Open,6
2276,777,4786,2022-07-07,Aut abundans excepturi decumbo omnis magnam.,Emergency,Closed,6
2277,777,6595,2022-10-06,Ratione arceo coma verus aspicio acceptus quaerat patrocinor veritas accedo.,Medium,In Progress,22
2278,777,5421,2023-01-07,Vel testimonium defero cena color non.,Medium,In Progress,9
2279,778,3628,2022-08-25,Cohors colo cetera sono credo demitto urbs.,High,Open,43
2280,778,2687,2022-02-09,Delectatio conscendo venio thorax.,Medium,Open,22
2281,779,1335,2023-08-02,Versus expedita patior vespillo torrens atavus vesper ventosus sumo virga.,High,In Progress,6
2282,779,2264,2023-09-05,Adficio calamitas apto aiunt virga censura.,Low,In Progress,19
2283,779,5401,2024-04-26,Verto deludo optio terreo cresco tamquam quas.,High,Closed,20
2284,780,2252,2020-05-08,Virtus subnecto abundans acer officiis ex.,Medium,Closed,6
2285,780,851,2020-12-08,Acidus vere spargo antiquus curia vitiosus.,Medium,Closed,32
2286,780,4950,2022-10-24,Adfectus caveo viscus.,Medium,In Progress,34
2287,781,4170,2023-02-13,Aliqua vito clam harum veritatis deprecator.,Emergency,Closed,34
2288,781,6392,2021-03-10,Atque suppellex tricesimus argentum ver.,Low,Open,35
2289,781,4529,2021-01-18,Crur dolorem ipsam verumtamen uberrime catena caritas tutamen abbas apud.,Medium,Closed,7
2290,781,5187,2024-08-25,Spiculum torqueo angulus decipio curis.,Emergency,Open,22
2291,781,312,2024-05-20,Auctor studio bellicus eum vinculum suggero arma corroboro cognatus conforto.,Low,In Progress,28
2292,781,7,2024-08-13,Conforto defendo amor adsidue verbum autus sufficio bardus balbus cohibeo.,Emergency,In Progress,5
2293,782,2941,2024-05-26,Adversus demo cubo vallum tergo.,Low,In Progress,35
2294,782,803,2024-09-18,Accendo bonus adinventitias.,Low,In Progress,10
2295,782,5438,2024-05-29,Tabesco validus praesentium eligendi totus.,Low,Closed,50
2296,782,4203,2024-04-16,Defluo supellex patruus cubitum tabgo distinctio.,Medium,Closed,50
2297,782,7256,2024-09-08,Vilicus suppellex congregatio.,Emergency,Open,26
2298,782,6482,2024-02-08,Spes absque capto non ab.,Low,In Progress,39
2299,782,1919,2023-11-05,Arcesso degenero dedico thesaurus vulgivagus brevis cursim combibo calamitas curso.,Emergency,Open,2
2300,782,3540,2024-07-03,Synagoga culpa suppono cometes casso carmen adulescens vilitas.,Medium,In Progress,13
2301,783,6821,2022-11-06,Acerbitas vehemens tero vinco adeo laudantium concido appono.,Low,Open,29
2302,783,1913,2023-01-23,Sopor denique cursim altus earum asperiores aiunt.,Emergency,Open,37
2303,783,4602,2023-07-27,Aureus conculco voluptatem autem bellicus.,High,Open,2
2304,784,3740,2024-08-17,Thorax perspiciatis tui cubitum debilito succurro.,Low,Closed,50
2305,784,2953,2024-06-16,Hic cohibeo demum.,Low,In Progress,47
2306,786,5236,2024-03-19,Alter bos ut voluptatibus.,Low,In Progress,13
2307,786,3912,2023-03-12,Sunt vix denuncio.,High,Open,29
2308,786,6034,2022-10-09,Usitas volubilis vulnus aspernatur adulescens utroque cunabula armarium commodo.,Medium,In Progress,27
2309,786,7745,2023-06-11,Amplexus barba adaugeo deduco voluptatibus acquiro sumptus usus anser tibi.,Medium,Closed,36
2310,786,1689,2021-10-15,Cervus theologus claustrum stillicidium abduco combibo audacia desipio.,Emergency,Open,2
2311,787,347,2022-03-23,Cattus vox ambulo capto ater ante surgo.,Low,Closed,45
2312,788,7306,2022-01-19,Cenaculum supplanto sufficio stultus ulterius accendo.,Medium,Closed,21
2313,788,8047,2024-03-17,Tutamen utilis aliquid defaeco odit canis custodia.,High,Closed,17
2314,788,7817,2024-09-01,Quaerat stella valens defendo reiciendis.,Emergency,Open,1
2315,788,6229,2024-07-22,Aspernatur sunt ducimus despecto depraedor aliquam.,High,In Progress,1
2316,789,3392,2023-09-05,Officiis theca subvenio amaritudo.,Emergency,In Progress,47
2317,789,1209,2024-04-14,Vaco comes aegrotatio cuius demulceo clamo venia adhuc adipiscor.,Medium,Closed,36
2318,789,3067,2023-10-01,Fugit nobis exercitationem clamo certus adfectus civitas cubo.,Low,Open,14
2319,790,8201,2023-09-16,Utor volva explicabo adeptio textilis.,High,In Progress,39
2320,790,4869,2021-01-27,Dedico atrocitas uxor iusto delectus cotidie video.,High,In Progress,36
2321,790,4523,2021-04-12,Officia curvo argumentum caterva omnis denego officiis.,Low,Closed,46
2322,791,971,2023-03-12,Exercitationem benigne vix patrocinor.,Emergency,Closed,1
2323,791,2245,2022-12-02,Constans tutamen venio atque officia subseco triumphus molestias.,High,Open,6
2324,791,5988,2020-07-17,Voluptatum aro voco tamdiu adiuvo aperte venia thermae dens.,Low,Closed,43
2325,791,1570,2024-07-09,Cupiditate tyrannus aegrus suppono inventore tres fugit vix.,Emergency,Open,18
2326,791,1311,2023-11-11,Alo tripudio antiquus.,High,Open,29
2327,791,3896,2023-09-15,Vilis summisse tyrannus.,High,Closed,5
2328,791,6387,2022-11-27,Claro tabgo coerceo attero tergum curatio aestus quia non.,Emergency,Closed,16
2329,792,4611,2024-07-08,Deputo celebrer harum quae cornu theatrum aranea.,Low,Open,9
2330,792,8253,2024-03-24,Tolero avaritia dapifer minus despecto brevis uter baiulus.,Emergency,Open,9
2331,792,1795,2024-05-19,Viridis tamdiu deprimo.,Emergency,In Progress,4
2332,793,1333,2022-09-24,Voco tactus excepturi patrocinor ocer cohaero depopulo.,Medium,Closed,21
2333,793,6097,2024-09-16,Eligendi debitis tamdiu.,High,In Progress,26
2334,793,1848,2022-02-09,Abstergo antea volubilis deinde cilicium ciminatio charisma adstringo.,High,In Progress,29
2335,794,1239,2022-09-16,Sollers cibo nisi cavus sed.,Medium,In Progress,13
2336,794,8046,2024-01-30,Adeptio sub quod thermae repellat aspicio.,High,Closed,10
2337,794,4589,2020-09-06,Trucido suscipio avaritia asper viriliter trepide damnatio animadverto absorbeo.,Medium,In Progress,41
2338,795,3261,2022-12-04,Dolor talio demergo atrocitas aggero architecto.,Low,Open,20
2339,795,5060,2022-12-01,Ratione tolero officia dignissimos credo infit curis reiciendis caelum animus.,Medium,Closed,24
2340,795,8009,2020-10-11,Architecto adamo excepturi aetas vado bardus stipes.,Emergency,Open,12
2341,795,7239,2024-08-25,Comptus urbs arbor tribuo cogo quas dolores laudantium.,High,In Progress,46
2342,795,6518,2024-08-17,Velociter aequus architecto temptatio aliquam.,Medium,Open,50
2343,795,3358,2024-06-06,Tabgo eaque comparo voluptates tabgo basium vix.,High,Open,1
2344,796,512,2024-09-03,Tertius pel magnam considero cerno ambitus abundans vilicus assentator verto.,High,In Progress,4
2345,796,6468,2024-09-09,Tres trado repudiandae adipisci vestrum.,High,In Progress,2
2346,796,2712,2024-06-13,Abundans deficio concedo cubitum nulla cauda concedo pectus tribuo.,Emergency,Open,39
2347,796,4886,2024-05-30,Vos ars vado traho acquiro quam allatus culpo temptatio.,High,In Progress,11
2348,797,3157,2024-01-27,Ullam concedo taedium uredo absum.,Medium,In Progress,40
2349,797,884,2024-09-05,Cotidie aspicio victoria.,Medium,In Progress,15
2350,798,2879,2023-09-21,Quibusdam video balbus demo baiulus coniuratio sperno antea unde laboriosam.,Low,In Progress,3
2351,798,813,2024-06-12,Sumptus deleo cometes.,Emergency,Closed,44
2352,798,7262,2024-08-09,Aveho villa concido conculco cena ceno speciosus.,High,Open,29
2353,798,4083,2024-06-27,Clementia volva bos capio aperte.,Medium,In Progress,9
2354,798,1257,2023-11-27,Fugit deleniti conforto atrocitas clibanus.,Emergency,In Progress,48
2355,798,463,2024-06-18,Benigne spiritus utrimque celebrer tergeo.,Emergency,In Progress,41
2356,799,7008,2022-05-24,Desipio vado alius.,Medium,Open,37
2357,799,5004,2023-07-18,Talus degusto decens ascit tego ulterius somnus.,Emergency,Closed,10
2358,800,2176,2024-09-12,Vox subseco condico placeat aptus illum dolore depraedor vito attollo.,High,Closed,26
2359,800,2841,2024-09-18,Comis terreo venustas suppono titulus nobis aspernatur verbum.,Medium,Closed,9
2360,801,2903,2021-12-16,Benigne decor atrocitas crustulum coniuratio talis infit benigne.,Low,In Progress,48
2361,801,419,2023-12-18,Tenetur defungo viriliter ulciscor aperte ab.,High,Open,43
2362,801,1629,2021-10-07,Autus ubi delinquo vilicus uter veritatis.,Low,In Progress,8
2363,801,828,2021-01-28,Aliquam allatus crebro expedita tollo.,Medium,In Progress,20
2364,802,3378,2023-08-07,Umbra cupiditas baiulus amo deputo triumphus sponte versus et subseco.,Low,Open,44
2365,802,7502,2021-06-30,Desino vita crinis tondeo vix.,Emergency,Open,17
2366,802,7800,2021-06-14,Baiulus corrigo surgo apud delinquo vicinus articulus tum curo aestas.,Medium,Open,22
2367,802,8108,2023-11-11,Sumptus pecto vox cotidie copiose amaritudo velit sperno vulnus.,High,Open,11
2368,802,6384,2024-02-03,Bos dens audentia architecto sollicito colo tricesimus debeo pauci.,High,Closed,6
2369,803,8069,2024-01-03,Basium omnis caute bellum crustulum vigilo.,Emergency,Open,46
2370,803,7414,2023-08-25,Thesaurus abduco convoco constans ars cupiditas testimonium aureus tolero.,High,Open,43
2371,803,1655,2023-04-17,Vesco adduco celo ventito denuo.,High,In Progress,27
2372,803,7858,2024-07-05,Infit conqueror censura cohibeo tantum pauci beneficium absorbeo comedo.,Medium,Open,19
2373,803,785,2024-06-07,Undique commemoro succurro trepide maiores vorax tamquam complectus agnitio.,High,Open,47
2374,805,6521,2022-08-10,Degenero agnitio audacia vesica casus unde delibero decerno ventosus auditor.,High,Open,49
2375,805,7537,2023-06-05,Delinquo theologus vilis desolo.,Emergency,Closed,12
2376,806,399,2022-11-20,Sit conforto atqui uterque eaque amaritudo aureus.,Emergency,In Progress,9
2377,806,793,2021-12-06,Demulceo eius bellum eligendi vere caterva aliquam creo.,Medium,Closed,22
2378,807,6645,2022-12-16,Tumultus adficio denuncio coniuratio tabesco demulceo.,Low,Open,12
2379,807,5784,2023-06-21,Vitium consequatur occaecati theca sumo.,Low,Closed,41
2380,807,5299,2023-10-19,Agnosco doloremque amissio velociter cimentarius deorsum cervus solutio canonicus aranea.,High,Closed,15
2381,808,4847,2023-07-19,Ancilla clementia at communis et victoria cado adnuo ustilo.,High,In Progress,2
2382,808,3420,2024-04-20,Cupiditate acerbitas tabula vergo.,Emergency,Closed,26
2383,808,723,2023-01-19,Cenaculum conatus denuncio derideo sumptus cupiditas tergum voluptatem deficio.,Low,Closed,26
2384,808,66,2023-01-30,Confugo aeneus non verecundia nulla.,High,Open,13
2385,809,1808,2023-05-23,Vinco bis quam articulus absque.,Low,In Progress,34
2386,810,6084,2022-04-25,Vinum arto degero tergum.,Medium,Open,28
2387,810,1134,2022-02-25,Chirographum arto ipsum tolero caritas.,Medium,Closed,17
2388,810,4809,2023-06-13,Vallum pecco abstergo artificiose.,High,In Progress,41
2389,811,8323,2024-05-31,Volutabrum audacia clementia chirographum vix.,Emergency,Closed,13
2390,811,2314,2021-12-19,Cuius arceo defero conspergo suasoria.,Emergency,In Progress,8
2391,811,167,2024-09-09,Vorax caute perferendis tamisium delego aurum qui atqui sollicito baiulus.,High,Open,40
2392,812,987,2024-04-25,Civitas spero summisse copiose dedecor comburo summisse cohors quisquam pectus.,Emergency,In Progress,27
2393,812,3029,2023-06-27,Nihil decens cogo caelum.,Low,In Progress,49
2394,813,6375,2023-12-08,Vinco commemoro adnuo.,Medium,Closed,40
2395,813,78,2023-10-28,Verto comedo delego pecco dolorum.,Emergency,In Progress,9
2396,813,915,2023-08-11,Arceo truculenter dedecor repudiandae ea vinum.,Medium,Closed,9
2397,814,7960,2023-07-23,Carbo optio itaque degero consequatur.,Emergency,Open,14
2398,815,8184,2024-09-04,Subiungo veniam pax deludo.,Emergency,In Progress,21
2399,815,3845,2024-06-01,Tero usitas terra ocer.,Emergency,Open,7
2400,815,5023,2024-05-27,Vulgivagus umquam vivo avarus verbera admiratio ratione.,High,Open,42
2401,815,3057,2024-09-03,Peior templum ducimus.,Medium,Closed,12
2402,815,1469,2024-08-03,Decipio sustineo adipisci aperiam collum cenaculum cupio.,Low,Closed,46
2403,815,1078,2024-08-14,Depopulo facilis adicio auxilium aufero articulus suppono beatae depulso.,Medium,In Progress,34
2404,815,340,2021-11-19,Dolorum vereor debilito.,Low,In Progress,4
2405,815,2214,2023-09-28,Vilitas pariatur aggredior excepturi ullam ter advoco approbo.,Medium,Closed,2
2406,815,6159,2023-07-11,Suppellex solutio suspendo.,High,In Progress,32
2407,816,114,2024-02-11,Adficio antea adhaero voluptatibus labore apto.,Emergency,Closed,21
2408,816,1925,2023-04-07,Degero circumvenio acquiro confugo usitas curatio advoco vapulus absconditus timor.,Emergency,Open,15
2409,816,6192,2024-01-29,Absconditus anser conqueror optio tener.,Low,In Progress,15
2410,816,2573,2024-05-19,Vulpes damnatio conor copiose ventus error saepe.,Medium,In Progress,27
2411,816,5506,2023-09-08,Iusto aliquid degero ait atqui a atrocitas.,Low,In Progress,31
2412,816,6666,2024-08-09,Decumbo campana attero ulciscor valeo pecto dedico.,Emergency,Closed,42
2413,816,684,2024-01-09,Cultellus celo carmen utique tutamen confido soluta.,Medium,Open,26
2414,817,4998,2024-07-01,Vociferor a caveo explicabo unde credo laborum veritatis.,Emergency,In Progress,38
2415,817,7027,2024-03-14,Bos optio capillus casus vorago tui apud crux velum.,High,Open,21
2416,817,4139,2024-02-09,Aegrotatio denique colo itaque abscido censura vaco ambitus.,Low,Open,7
2417,817,4553,2023-11-19,Antepono explicabo ambitus derelinquo vester advoco capto celebrer despecto crepusculum.,Low,Open,5
2418,817,7990,2022-01-02,Confugo audentia coaegresco.,Low,Closed,5
